opportunity_id,customer_id,city,state,region,industry,customer_segment,company_size,existing_customer,customer_health_score,account_id,sales_rep_id,sales_team_id,created_date,product_id,product,product_category,lead_source,contract_type,deal_type,new_or_existing_customer,opportunity_amount,discount_percentage,net_deal_value,competitor_present,competitor_name,decision_makers_count,engagement_score,expected_close_date,sales_stage,previous_stage,stage_entry_date,actual_close_date,deal_status,lost_reason,last_activity_date,activity_gap_days,next_follow_up_date,sales_cycle_days,total_opportunity_age_days,days_in_current_stage,quarter,month,year,meeting_count,email_count,call_count,demo_count,follow_up_count,proposal_sent,win_probability,weighted_value,forecast_category,risk_score,risk_level,risk_drivers,recommended_action,health_stage_progression,health_recency,health_age,health_engagement,health_close_plan,health_historical_conversion,health_size_balance,health_next_action,health_score,health_category,forecast_risk_value
469,3987,Mumbai,Maharashtra,West,Retail,Enterprise,234,True,42,3987,13,2,2024-10-31,1,Cloud Enablement,Services,Event,Annual,Expansion,Existing,1376112.14,5.16,1305104.75,True,Competitor A,4,58.9,2025-01-15,Closed Lost,Lead,2024-11-13,2024-11-13,Closed Lost,No decision,2024-11-13,0,,13.0,13,0,4,10,2024,0,3,1,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
470,8123,Jaipur,Rajasthan,North,Healthcare,SMB,69,True,82,8123,36,3,2024-12-09,3,Data Advisory,Services,Inbound,Annual,Expansion,Existing,424096.37,6.89,394876.13,False,None,4,52.6,2025-04-14,Closed Won,Negotiation,2025-04-17,2025-04-17,Closed Won,,2025-04-14,3,,129.0,129,0,4,12,2024,0,2,1,1,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
471,5418,Chennai,Tamil Nadu,South,Manufacturing,SMB,114,True,72,5418,12,1,2025-02-21,1,Cloud Enablement,Services,Inbound,Annual,Expansion,Existing,224268.61,8.38,205474.9,True,Competitor B,2,24.9,2025-06-21,Closed Lost,Negotiation,2025-08-01,2025-08-01,Closed Lost,Competitor selected,2025-06-21,41,,161.0,161,0,1,2,2025,1,1,1,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
472,15979,Pune,Maharashtra,West,Manufacturing,SMB,122,False,65,15979,17,2,2023-01-07,4,Security Services,Services,Referral,Annual,New business,New,250147.04,17.4,206621.46,True,Competitor C,4,39.0,2023-05-15,Closed Lost,Lead,2023-01-18,2023-01-18,Closed Lost,Pricing,2023-01-15,3,,11.0,11,0,1,1,2023,1,0,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
473,8214,Jaipur,Rajasthan,North,Healthcare,SMB,73,False,85,8214,27,3,2023-12-26,1,Cloud Enablement,Services,Inbound,Annual,New business,New,201931.34,2.06,197771.55,True,Competitor C,1,44.7,2024-04-06,Closed Lost,Lead,2024-01-08,2024-01-08,Closed Lost,Budget constraints,2024-01-04,4,,13.0,13,0,4,12,2023,1,4,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
474,10811,Pune,Maharashtra,West,Manufacturing,SMB,73,True,71,10811,17,2,2024-10-12,1,Cloud Enablement,Services,Referral,Annual,Expansion,Existing,311362.14,5.11,295451.53,False,None,1,71.2,2024-12-31,Closed Won,Negotiation,2024-12-25,2024-12-25,Closed Won,,2024-12-13,12,,74.0,74,0,4,10,2024,0,1,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
475,15058,Pune,Maharashtra,West,BFSI,SMB,135,False,61,15058,21,2,2024-06-04,3,Data Advisory,Services,Event,Annual,New business,New,776885.13,6.03,730038.96,True,Competitor B,2,39.3,2024-09-18,Closed Lost,Lead,2024-06-20,2024-06-20,Closed Lost,Other,2024-06-17,3,,16.0,16,0,2,6,2024,0,1,3,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
476,8435,Mumbai,Maharashtra,West,Manufacturing,Mid-market,123,False,78,8435,23,2,2023-04-28,4,Security Services,Services,Referral,Annual,New business,New,508655.98,2.75,494667.94,False,None,2,57.3,2023-08-25,Closed Lost,Discovery,2023-05-31,2023-05-31,Closed Lost,No decision,2023-05-31,0,,33.0,33,0,2,4,2023,1,2,5,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
477,1287,Bhubaneswar,Odisha,East,IT Services,SMB,105,False,43,1287,42,4,2026-04-19,2,Workflow Suite,Software,Partner,Project,New business,New,146842.61,15.78,123670.85,True,Competitor B,2,70.1,2026-06-30,Closed Lost,Lead,2026-05-01,2026-05-01,Closed Lost,Other,2026-04-19,12,,12.0,12,0,2,4,2026,0,1,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
478,3270,Bhubaneswar,Odisha,East,Retail,Enterprise,1260,False,92,3270,45,4,2025-11-29,3,Data Advisory,Services,Partner,Project,New business,New,1799202.43,0.52,1789846.58,True,Competitor B,4,29.9,2026-03-19,Closed Lost,Proposal,2026-05-27,2026-05-27,Closed Lost,Pricing,2026-05-26,1,,179.0,179,0,4,11,2025,1,0,0,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
479,4432,Bengaluru,Karnataka,South,Healthcare,SMB,126,False,40,4432,3,1,2026-06-15,3,Data Advisory,Services,Inbound,Project,New business,New,514837.13,6.56,481063.81,False,None,2,78.4,2026-10-04,Closed Won,Negotiation,2026-08-28,2026-08-28,Closed Won,,2026-08-17,11,,74.0,74,0,2,6,2026,1,4,2,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
480,7658,Bhubaneswar,Odisha,East,Retail,SMB,81,False,38,7658,46,4,2023-06-01,2,Workflow Suite,Software,Event,Multi-year,New business,New,326594.95,6.74,304582.45,False,None,4,39.5,2023-08-31,Closed Lost,Demo,2023-07-27,2023-07-27,Closed Lost,Pricing,2023-07-25,2,,56.0,56,0,2,6,2023,0,2,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
481,258,Bengaluru,Karnataka,South,Retail,Mid-market,405,False,82,258,11,1,2023-07-09,3,Data Advisory,Services,Outbound,Annual,New business,New,957886.14,0.41,953958.81,True,Competitor B,1,81.1,2023-10-03,Closed Lost,Lead,2023-07-22,2023-07-22,Closed Lost,Competitor selected,2023-07-20,2,,13.0,13,0,3,7,2023,0,2,1,0,3,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
482,9170,Jaipur,Rajasthan,North,BFSI,Mid-market,429,False,70,9170,34,3,2025-11-30,1,Cloud Enablement,Services,Outbound,Annual,New business,New,899754.23,7.14,835511.78,True,Competitor B,1,60.3,2026-02-12,Closed Won,Negotiation,2026-03-19,2026-03-19,Closed Won,,2026-03-05,14,,109.0,109,0,4,11,2025,1,2,2,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
483,12766,Jaipur,Rajasthan,North,IT Services,Mid-market,309,True,48,12766,29,3,2024-07-05,4,Security Services,Services,Inbound,Project,Expansion,Existing,858952.1,6.58,802433.05,True,Competitor B,4,41.1,2024-09-24,Closed Lost,Lead,2024-07-17,2024-07-17,Closed Lost,Budget constraints,2024-07-07,10,,12.0,12,0,3,7,2024,1,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
484,8361,Chennai,Tamil Nadu,South,IT Services,Enterprise,342,True,48,8361,3,1,2025-01-16,3,Data Advisory,Services,Inbound,Annual,Expansion,Existing,2174914.99,15.1,1846502.83,True,Competitor B,5,66.0,2025-05-12,Closed Lost,Negotiation,2025-04-16,2025-04-16,Closed Lost,Budget constraints,2025-03-23,24,,90.0,90,0,1,1,2025,1,1,2,0,2,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
485,13080,Jaipur,Rajasthan,North,BFSI,Mid-market,168,True,60,13080,35,3,2024-09-28,3,Data Advisory,Services,Inbound,Project,Expansion,Existing,994880.54,10.9,886438.56,False,None,4,64.7,2025-01-07,Closed Lost,Negotiation,2024-12-31,2024-12-31,Closed Lost,No decision,2024-12-24,7,,94.0,94,0,3,9,2024,4,5,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
486,9095,Chennai,Tamil Nadu,South,Healthcare,Mid-market,219,False,84,9095,6,1,2023-03-23,1,Cloud Enablement,Services,Partner,Multi-year,New business,New,1077630.12,4.13,1033124.0,False,None,4,46.9,2023-08-25,Closed Lost,Lead,2023-04-01,2023-04-01,Closed Lost,Duplicate opportunity,2023-03-29,3,,9.0,9,0,1,3,2023,1,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
487,14330,Bhubaneswar,Odisha,East,Manufacturing,SMB,105,False,61,14330,41,4,2025-12-06,4,Security Services,Services,Outbound,Project,New business,New,280656.74,5.9,264097.99,True,Competitor C,4,34.8,2026-03-16,Closed Lost,Lead,2025-12-19,2025-12-19,Closed Lost,Pricing,2025-12-19,0,,13.0,13,0,4,12,2025,3,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
488,16109,Kolkata,West Bengal,East,Retail,Mid-market,366,False,92,16109,39,4,2025-01-13,1,Cloud Enablement,Services,Partner,Annual,New business,New,613748.66,6.2,575696.24,False,None,1,46.5,2025-05-10,Closed Won,Negotiation,2025-05-01,2025-05-01,Closed Won,,2025-03-16,46,,108.0,108,0,1,1,2025,0,2,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
489,11428,Jaipur,Rajasthan,North,BFSI,SMB,63,False,52,11428,36,3,2025-11-15,1,Cloud Enablement,Services,Referral,Multi-year,New business,New,634692.63,1.49,625235.71,False,None,1,28.5,2026-02-05,Closed Won,Negotiation,2026-03-15,2026-03-15,Closed Won,,2026-03-04,11,,120.0,120,0,4,11,2025,0,0,1,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
490,3224,Kolkata,West Bengal,East,Manufacturing,SMB,115,False,47,3224,47,4,2026-03-12,3,Data Advisory,Services,Referral,Multi-year,New business,New,805688.57,3.33,778859.14,False,None,2,27.6,2026-06-10,Closed Lost,Discovery,2026-04-16,2026-04-16,Closed Lost,Pricing,2026-04-07,9,,35.0,35,0,1,3,2026,0,1,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
491,12648,Bengaluru,Karnataka,South,BFSI,SMB,71,False,48,12648,5,1,2025-09-29,4,Security Services,Services,Outbound,Project,New business,New,242974.87,3.3,234956.7,False,None,1,21.9,2025-12-19,Closed Lost,Demo,2025-12-12,2025-12-12,Closed Lost,Pricing,2025-12-12,0,,74.0,74,0,3,9,2025,0,3,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
492,6637,Bengaluru,Karnataka,South,Retail,SMB,140,False,76,6637,3,1,2024-09-16,1,Cloud Enablement,Services,Partner,Multi-year,New business,New,335976.9,2.44,327779.06,True,Competitor B,2,50.6,2024-12-17,Closed Lost,Negotiation,2025-01-20,2025-01-20,Closed Lost,Poor engagement,2024-12-12,39,,126.0,126,0,3,9,2024,2,1,0,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
493,14771,Chennai,Tamil Nadu,South,IT Services,SMB,38,False,42,14771,12,1,2024-01-09,2,Workflow Suite,Software,Outbound,Annual,New business,New,115427.66,9.13,104889.11,False,None,4,73.7,2024-03-06,Closed Won,Negotiation,2024-05-05,2024-05-05,Closed Won,,2024-04-09,26,,117.0,117,0,1,1,2024,0,4,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
494,2475,Bengaluru,Karnataka,South,Retail,Mid-market,315,True,82,2475,11,1,2026-01-16,4,Security Services,Services,Referral,Annual,Expansion,Existing,555227.07,5.57,524300.92,False,None,3,71.8,2026-05-30,Closed Won,Negotiation,2026-04-11,2026-04-11,Closed Won,,2026-04-10,1,,85.0,85,0,1,1,2026,0,1,0,1,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
495,9708,Chennai,Tamil Nadu,South,IT Services,Enterprise,630,False,39,9708,9,1,2026-07-15,3,Data Advisory,Services,Inbound,Annual,New business,New,2819140.54,3.19,2729209.96,False,None,4,64.7,2026-12-12,Demo,Discovery,2026-08-20,,Open,,2026-08-21,10,2026-08-31,,47,11,3,7,2026,1,2,3,0,0,False,0.49543899657924745,1352157.044036488,Best Case,10,Low,Large deal exposure,Arrange executive sponsorship,8.333333333333332,8.333333333333334,9.23611111111111,8.0875,12.5,6.192987457240593,8.90740809842274,12.5,74.1,Healthy,135215.7044036488
496,6861,Jaipur,Rajasthan,North,BFSI,Enterprise,1026,False,75,6861,31,3,2026-02-24,4,Security Services,Services,Partner,Annual,New business,New,1635512.28,6.65,1526750.71,True,Competitor A,6,84.4,2026-06-29,Closed Lost,Qualified,2026-03-16,2026-03-16,Closed Lost,Competitor selected,2026-03-02,14,,20.0,20,0,1,2,2026,1,3,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
497,9977,Chennai,Tamil Nadu,South,BFSI,SMB,44,False,48,9977,10,1,2024-09-16,4,Security Services,Services,Inbound,Multi-year,New business,New,355476.06,5.4,336280.35,True,Competitor A,4,71.0,2025-03-07,Closed Lost,Lead,2024-09-27,2024-09-27,Closed Lost,Competitor selected,2024-09-27,0,,11.0,11,0,3,9,2024,2,3,1,0,3,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
498,1599,Kolkata,West Bengal,East,IT Services,SMB,29,True,67,1599,43,4,2026-08-18,2,Workflow Suite,Software,Outbound,Annual,Renewal,Existing,113981.34,11.35,101044.46,True,Competitor B,1,40.7,2026-10-19,Lead,None,2026-08-18,,Open,,2026-08-29,2,,,13,13,3,8,2026,2,1,1,0,0,False,0.24256673698675726,24510.024952788917,Pipeline,15,Low,Competitor present; No future follow-up,Clarify differentiation and buying criteria; Schedule a dated next action,2.083333333333333,11.666666666666666,11.597222222222223,5.0875,12.5,3.032084212334466,12.5,0.0,58.5,Watch,3676.5037429183376
499,15649,Delhi,Delhi,North,IT Services,Mid-market,216,True,70,15649,36,3,2023-12-29,1,Cloud Enablement,Services,Inbound,Project,Renewal,Existing,504880.3,8.53,461814.01,True,Competitor A,4,31.3,2024-04-28,Closed Lost,Qualified,2024-02-08,2024-02-08,Closed Lost,Budget constraints,2024-01-25,14,,41.0,41,0,4,12,2023,0,1,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
500,5911,Chennai,Tamil Nadu,South,BFSI,SMB,78,False,87,5911,7,1,2025-10-23,2,Workflow Suite,Software,Inbound,Project,New business,New,109441.66,2.56,106639.95,True,Competitor A,3,39.9,2026-01-04,Closed Lost,Negotiation,2026-03-16,2026-03-16,Closed Lost,Competitor selected,2026-03-15,1,,144.0,144,0,4,10,2025,0,1,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
501,4576,Kolkata,West Bengal,East,Healthcare,Mid-market,234,False,95,4576,39,4,2026-03-07,3,Data Advisory,Services,Event,Annual,New business,New,932946.38,15.84,785167.67,False,None,3,54.4,2026-06-18,Closed Won,Negotiation,2026-07-27,2026-07-27,Closed Won,,2026-07-23,4,,142.0,142,0,1,3,2026,0,4,1,1,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
502,6451,Kolkata,West Bengal,East,Manufacturing,Enterprise,531,True,79,6451,45,4,2026-06-28,2,Workflow Suite,Software,Partner,Annual,Expansion,Existing,2205237.19,15.02,1874010.56,True,Competitor C,6,76.8,2026-10-14,Demo,Discovery,2026-08-16,,Open,,2026-08-18,13,2026-08-26,,64,15,2,6,2026,0,2,0,0,1,False,0.49543899657924745,928457.9114253137,Best Case,15,Low,Competitor present; No future follow-up,Clarify differentiation and buying criteria; Schedule a dated next action,8.333333333333332,7.083333333333333,8.055555555555555,9.6,12.5,6.192987457240593,12.5,0.0,64.3,Watch,139268.68671379707
503,5447,Jaipur,Rajasthan,North,IT Services,SMB,71,True,49,5447,36,3,2026-07-04,3,Data Advisory,Services,Event,Annual,Expansion,Existing,442587.89,3.65,426433.43,True,Competitor C,1,43.2,2026-09-16,Demo,Discovery,2026-08-27,,Stalled,,2026-07-20,42,2026-07-30,,58,4,3,7,2026,0,0,1,0,1,False,0.49543899657924745,211271.75066704676,Best Case,30,Medium,No recent activity; Competitor present; No future follow-up,Contact the customer and log the response; Clarify differentiation and buying criteria; Schedule a dated next action,8.333333333333332,0.0,8.472222222222223,5.4,12.5,6.192987457240593,12.5,0.0,53.4,Watch,63381.525200114025
504,12121,Jaipur,Rajasthan,North,Healthcare,SMB,90,True,58,12121,35,3,2023-12-15,1,Cloud Enablement,Services,Inbound,Annual,Expansion,Existing,265660.22,8.61,242786.88,False,None,2,42.3,2024-03-19,Closed Lost,Discovery,2024-01-19,2024-01-19,Closed Lost,Customer priorities changed,2024-01-05,14,,35.0,35,0,4,12,2023,0,0,2,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
505,6615,Chennai,Tamil Nadu,South,Manufacturing,Mid-market,240,False,57,6615,10,1,2026-06-30,2,Workflow Suite,Software,Outbound,Annual,New business,New,423777.58,8.15,389239.71,True,Competitor C,4,29.8,2026-10-12,Demo,Discovery,2026-08-16,,Open,,2026-08-12,19,2026-08-16,,62,15,2,6,2026,2,3,0,0,1,False,0.49543899657924745,192844.53135119728,Best Case,25,Medium,Low engagement; Competitor present; No future follow-up,Re-engage the decision maker; Clarify differentiation and buying criteria; Schedule a dated next action,8.333333333333332,4.583333333333334,8.194444444444445,3.7249999999999996,12.5,6.192987457240593,12.5,0.0,56.0,Watch,48211.13283779932
506,15232,Kolkata,West Bengal,East,Manufacturing,SMB,145,False,54,15232,38,4,2023-11-29,2,Workflow Suite,Software,Referral,Project,New business,New,189049.85,12.83,164794.75,False,None,1,53.8,2024-03-08,Closed Lost,Demo,2024-01-16,2024-01-16,Closed Lost,Procurement delay,2023-12-23,24,,48.0,48,0,4,11,2023,1,1,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
507,4511,Mumbai,Maharashtra,West,Retail,SMB,78,True,76,4511,22,2,2026-06-13,1,Cloud Enablement,Services,Inbound,Project,Renewal,Existing,210986.75,10.71,188390.07,True,Competitor C,4,69.8,2026-09-02,Proposal,Demo,2026-08-30,,Open,,2026-08-29,2,2026-09-13,,79,1,2,6,2026,1,3,0,0,2,True,0.5816749478670545,109581.78414592076,Best Case,15,Low,Close date pressure; Competitor present,Confirm procurement milestones; Clarify differentiation and buying criteria,10.416666666666668,11.666666666666666,7.013888888888889,8.725,12.5,7.270936848338182,12.5,12.5,82.6,Healthy,16437.267621888113
508,8437,Chennai,Tamil Nadu,South,IT Services,SMB,117,False,94,8437,9,1,2025-02-07,4,Security Services,Services,Outbound,Annual,New business,New,252047.89,2.56,245595.46,True,Competitor A,2,73.5,2025-06-09,Closed Won,Negotiation,2025-05-24,2025-05-24,Closed Won,,2025-03-07,78,,106.0,106,0,1,2,2025,2,1,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
509,13484,Mumbai,Maharashtra,West,Healthcare,Mid-market,141,False,74,13484,19,2,2024-07-19,1,Cloud Enablement,Services,Inbound,Annual,New business,New,1172665.9,3.54,1131153.53,True,Competitor A,2,44.9,2024-11-02,Closed Lost,Lead,2024-07-29,2024-07-29,Closed Lost,Competitor selected,2024-07-25,4,,10.0,10,0,3,7,2024,0,3,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
510,12936,Jaipur,Rajasthan,North,IT Services,SMB,48,True,63,12936,30,3,2024-11-05,1,Cloud Enablement,Services,Referral,Annual,Renewal,Existing,293560.49,9.12,266787.77,True,Competitor A,3,33.1,2025-02-17,Closed Lost,Demo,2025-01-31,2025-01-31,Closed Lost,Timing,2024-11-15,77,,87.0,87,0,4,11,2024,0,1,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
511,12759,Kolkata,West Bengal,East,Manufacturing,Enterprise,243,False,64,12759,47,4,2023-05-05,3,Data Advisory,Services,Outbound,Annual,New business,New,2307936.48,9.27,2093990.77,False,None,4,19.1,2023-07-21,Closed Lost,Lead,2023-05-18,2023-05-18,Closed Lost,Procurement delay,2023-05-16,2,,13.0,13,0,2,5,2023,1,1,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
512,6768,Delhi,Delhi,North,Manufacturing,Mid-market,285,True,41,6768,29,3,2025-09-29,4,Security Services,Services,Inbound,Annual,Renewal,Existing,555852.53,5.26,526614.69,True,Competitor B,1,53.4,2025-12-14,Closed Lost,Demo,2025-11-21,2025-11-21,Closed Lost,Budget constraints,2025-10-27,25,,53.0,53,0,3,9,2025,0,2,0,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
513,16342,Bhubaneswar,Odisha,East,Retail,SMB,93,True,42,16342,38,4,2026-01-16,3,Data Advisory,Services,Partner,Project,Expansion,Existing,257750.36,5.57,243393.66,False,None,1,76.6,2026-03-17,Closed Lost,Demo,2026-03-18,2026-03-18,Closed Lost,Competitor selected,2026-02-21,25,,61.0,61,0,1,1,2026,2,4,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
514,4711,Mumbai,Maharashtra,West,Retail,Enterprise,225,False,69,4711,15,2,2026-07-02,1,Cloud Enablement,Services,Outbound,Annual,New business,New,1060940.07,4.62,1011924.64,False,None,4,87.1,2026-10-29,Demo,Discovery,2026-08-11,,Open,,2026-08-27,4,2026-08-31,,60,20,3,7,2026,1,1,2,0,0,False,0.49543899657924745,501346.9282554162,Best Case,0,Low,,,8.333333333333332,10.833333333333334,8.333333333333334,10.8875,12.5,6.192987457240593,12.5,12.5,82.1,Healthy,0.0
515,14022,Bengaluru,Karnataka,South,IT Services,Mid-market,99,False,75,14022,7,1,2024-09-27,3,Data Advisory,Services,Referral,Annual,New business,New,866978.33,6.88,807330.22,False,None,4,79.8,2025-01-01,Closed Won,Negotiation,2025-01-10,2025-01-10,Closed Won,,2024-11-05,66,,105.0,105,0,3,9,2024,0,1,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
516,2501,Jaipur,Rajasthan,North,Healthcare,Enterprise,828,False,81,2501,30,3,2026-05-22,1,Cloud Enablement,Services,Inbound,Annual,New business,New,2254984.6,9.96,2030388.13,False,None,5,60.3,2026-08-31,Closed Lost,Proposal,2026-07-29,2026-07-29,Closed Lost,Other,2026-07-29,0,,68.0,68,0,2,5,2026,0,2,1,1,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
517,8837,Mumbai,Maharashtra,West,IT Services,SMB,94,False,72,8837,23,2,2024-06-08,4,Security Services,Services,Partner,Annual,New business,New,341655.79,4.5,326281.28,False,None,2,55.0,2024-08-26,Closed Won,Negotiation,2024-08-26,2024-08-26,Closed Won,,2024-07-19,38,,79.0,79,0,2,6,2024,1,1,2,0,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
518,6570,Chennai,Tamil Nadu,South,IT Services,SMB,112,False,61,6570,11,1,2026-02-03,4,Security Services,Services,Referral,Annual,New business,New,246479.64,7.63,227673.24,True,Competitor B,4,41.8,2026-05-21,Closed Won,Negotiation,2026-08-02,2026-08-02,Closed Won,,2026-05-15,79,,180.0,180,0,1,2,2026,1,2,0,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
519,12161,Bengaluru,Karnataka,South,BFSI,Mid-market,219,False,41,12161,2,1,2026-01-27,4,Security Services,Services,Outbound,Annual,New business,New,390655.62,3.26,377920.25,True,Competitor B,4,69.4,2026-04-08,Closed Lost,Qualified,2026-03-04,2026-03-04,Closed Lost,Competitor selected,2026-03-04,0,,36.0,36,0,1,1,2026,2,2,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
520,12634,Delhi,Delhi,North,Retail,Mid-market,348,False,40,12634,29,3,2025-12-23,2,Workflow Suite,Software,Event,Annual,New business,New,415627.29,3.16,402493.47,True,Competitor B,4,48.5,2026-03-30,Closed Lost,Qualified,2026-01-27,2026-01-27,Closed Lost,No decision,2026-01-22,5,,35.0,35,0,4,12,2025,2,1,2,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
521,440,Pune,Maharashtra,West,Retail,Mid-market,300,False,85,440,23,2,2026-03-20,4,Security Services,Services,Outbound,Project,New business,New,778692.29,18.27,636425.21,False,None,2,73.5,2026-06-15,Closed Lost,Discovery,2026-06-19,2026-06-19,Closed Lost,Other,2026-05-31,19,,91.0,91,0,1,3,2026,0,2,2,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
522,10008,Chennai,Tamil Nadu,South,IT Services,Mid-market,315,False,59,10008,10,1,2023-02-22,3,Data Advisory,Services,Referral,Project,New business,New,925358.55,4.36,885012.92,False,None,3,15.7,2023-06-15,Closed Lost,Lead,2023-03-25,2023-03-25,Closed Lost,Pricing,2023-02-28,25,,31.0,31,0,1,2,2023,0,0,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
523,15417,Delhi,Delhi,North,Healthcare,SMB,149,True,79,15417,34,3,2025-11-23,1,Cloud Enablement,Services,Partner,Annual,Renewal,Existing,302681.63,12.76,264059.45,False,None,1,59.8,2026-02-27,Closed Won,Negotiation,2026-04-06,2026-04-06,Closed Won,,2026-03-12,25,,134.0,134,0,4,11,2025,0,0,3,1,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
